id,title,redirect_url,company,location,description,category,salary_max,contract_type,salary_min,contract_time
5121571813,Trainee Recruitment,https://www.adzuna.in/details/5121571813?utm_medium=api&utm_source=6a80409c,PYXIDIA TECHLAB,"Raipur, Chhattisgarh",Job description We are looking for an HR professional to recruit the new and best talent for our rapidly growing organization You should have a sharp eye while you check on resumes and lead meetings in the human resource department As a Human Resource Recruiter your duties include planning and sourcing candidates You should build a strong employer brand for our company If you consider yourself experienced and suitable for this position we might want to talk to you about this opportunity Respons…,HR & Recruitment Jobs,,,,
5121606151,Exclusive support-Laid Off IT Professionals- India,https://www.adzuna.in/details/5121606151?utm_medium=api&utm_source=6a80409c,True Blue HR Consultants,"Pune, Maharashtra","Unlock Your Next Chapter: Exclusive opportunity/ support for Laid Off Technical Industry Professionals Dear Candidate, In the wake of unexpected layoffs, we understand the urgency of finding next career move. At True Blue HR Consultants, we specialize in supporting professionals to navigate through this difficult transition by offering tailored guidance and access to exclusive opportunities. Recognizing your invaluable skill set and experience, we invite you to explore new avenues with us. By p…",HR & Recruitment Jobs,5000000.0,,1500000.0,full_time
5120358051,Influencer Marketing Manager,https://www.adzuna.in/details/5120358051?utm_medium=api&utm_source=6a80409c,Talhive,"Mumbai, Maharashtra","Job Title: Influencer Marketing Manager Job Location: Remote Reports to: CEO Job Overview: We are searching for a highly-creative and innovative Influencer Marketing Manager to join our dynamic marketing team. In this role, you'll be responsible for driving our influencer marketing strategy by identifying, engaging, and managing relationships with influencers across various social media platforms. You'll be working closely with our marketing and PR teams to integrate influencer marketing strate…","PR, Advertising & Marketing Jobs",,,,
5121160052,Pricing Specialist - Delivery Lead/Delivery Manager,https://www.adzuna.in/details/5121160052?utm_medium=api&utm_source=6a80409c,Acuity Knowledge Partners,India,"Key Responsibilities: Gather and analyze data from various sources to support pricing decisions for renewals, new business, and other pricing initiatives. Prepare detailed analysis packs to support negotiations with customers, including identifying opportunities for price increases through margin & cost driver analysis. Experience in execution and implementation of various pricing analytics methods like dynamic pricing, prescriptive pricing, predictive pricing and descriptive pricing. Monitor p…",Accounting & Finance Jobs,,,,
5122836131,Engineering Backend Internship,https://www.adzuna.in/details/5122836131?utm_medium=api&utm_source=6a80409c,Allen Digital,"Richmond Town, Bangalore","Join Allen Digital's team as a Backend Development Intern If you love problem-solving and thrive in a collaborative environment, this opportunity is for you. Gain hands-on experience in exciting projects impacting company growth and kickstart your career with us Responsibilities: Design and implement backend services and APIs using Java and Golang (C++, Python) Assist in database development and maintenance Participate in code reviews, debugging, and testing Contribute to backend systems optimi…",IT Jobs,,contract,,full_time
5123285312,Mechanical Engineer,https://www.adzuna.in/details/5123285312?utm_medium=api&utm_source=6a80409c,Freshersworldcom,"Ranchi, Jharkhand","Mechanical Engineer Looking for 2021-2023 passed out candidates. The successful candidate for this position will be able to take a project. Should be an effective communicator with excellent relationship building & interpersonal skills, strong methodical and problem solving approach. Knowledge of engineering, adhesion technology, static load design and high precision alignment. Drive for quality and improve reliability, availability, manufacturability & serviceability for new and existing produ…",Engineering Jobs,,,,full_time
5121572186,HIRING Beauty Advisor Beauty Brand Mumbai,https://www.adzuna.in/details/5121572186?utm_medium=api&utm_source=6a80409c,ACUTE VISION CONSULTANTS PRIVATE LIMITED,"Mumbai, Maharashtra",HIRING WFO Beauty Advisor for aBeauty brand based out in Mumbai Interested applicants ready to appear foran Interview DM your resume to WORK FROM OFFICE No of openings 3 Position Beauty Advisor Job Location Lower Parel Thane Bandra Working days 6 Days Rotational Weekoff Experience 6 Month Salary in CTC Upto 2 LPA Job Summary The Beauty Advisor is responsible for delivering exceptional customer service and providing expert advice on beauty products in retail stores They play a key role in promot…,Retail Jobs,,,,
5121148961,System Administrator,https://www.adzuna.in/details/5121148961?utm_medium=api&utm_source=6a80409c,Tata Consultancy Services,"Bangalore, Karnataka","ServiceNow developer, ServiceNow catalog, ITSM, javascript Exp Range: 6 to 10 Location: Bangalore||Hyderabad\ Pune\Chennai\Kolkatta 1. ServiceNow Service Catalogs 2. ITSM – UI Policies, ACL, Business rules 3. Catalog client scripts 4. Flow designer 5. Javascript Develop/enhancements of ServiceNow catalogs Integrations development BAU incident management Release management Reporting",IT Jobs,,,,
5120625328,Wayfair - Data Engineer - Power BI/Looker,https://www.adzuna.in/land/ad/5120625328?se=yrMPg3oP8BGz0dSC6rWCew&utm_medium=api&utm_source=6a80409c&v=7F47886A317B7B585D837FE7A3CE54EBA869B051,Wayfair,"Bangalore, Karnataka","Job Description : As a Data Engineer, you will be part of the Data Engineering team with this role being inherently multi-functional, and the ideal candidate will work with Data Scientists, Analysts, Application teams across the company, as well as all other Data Engineering squads at Wayfair. We are looking for someone with a love for data, understanding requirements clearly, and the ability to iterate quickly. Successful candidates will have strong engineering skills and communication, and a …",IT Jobs,,permanent,,full_time
5121153085,Customer Service Specialist,https://www.adzuna.in/details/5121153085?utm_medium=api&utm_source=6a80409c,PinnacleU,"New Delhi, Delhi"," Position: Customer Success Associate Location: New Delhi ️ Working Days: Monday- Friday ⏰ Work Timings: 9am -6pm  Experience Required: 0.5 year  Client: Advanced Sales Enablement and Acceleration Platform  Salary: Upto 4.8 LPA We are looking for an onboarding and support specialist who will be responsible to onboard, train and support customers from the very first moment of signup with us. Roles and Responsibilities: Walk through and train clients in software platforms and provide education fo…",IT Jobs,,,,full_time
5123285395,Mechanical Engineer,https://www.adzuna.in/details/5123285395?utm_medium=api&utm_source=6a80409c,Client of Freshersworld,"Bidar, Karnataka","Looking for 2021-2023 passed out candidates Education: - BE/ B. Tech with any Mechanical Engineering-related specialization. Key Responsibilities:- Generate mechanical product specifications. Participate in the design, development, and implementation of custom mechanical tooling, fixturing, and associated processes to enable handling. Assembly and/or disassembly of parts, components, sub-assemblies and final assemblies throughout the product life cycle. Manufacturing Methods- DfX (Manufacturing…",Engineering Jobs,,,,full_time
5120358441,TBE,https://www.adzuna.in/details/5120358441?utm_medium=api&utm_source=6a80409c,Private,"Mumbai, Maharashtra","Whether it's the unique breadth of our integrated offering that covers Injectable Aesthetics, Dermatological Skincare and Therapeutic Dermatology products; or our commitment to recognizing and rewarding people for the contribution they make - working here isn't like anywhere else. At Galderma, we actively give our teams reasons to believe in our ambition to become the leading dermatology company in the world. With us, you have the ultimate opportunity to gain new and challenging work experience…",Accounting & Finance Jobs,,,,full_time
5123285096,Mechanical Engineer,https://www.adzuna.in/details/5123285096?utm_medium=api&utm_source=6a80409c,Freshersworldcom,"Sehore, Madhya Pradesh","Mechanical Engineer Looking for 2021-2023 passed out candidates. The successful candidate for this position will be able to take a project. Should be an effective communicator with excellent relationship building & interpersonal skills, strong methodical and problem solving approach. Knowledge of engineering, adhesion technology, static load design and high precision alignment. Drive for quality and improve reliability, availability, manufacturability & serviceability for new and existing produ…",Engineering Jobs,,,,full_time
5121156883,Head of Business Development,https://www.adzuna.in/details/5121156883?utm_medium=api&utm_source=6a80409c,Hydrulics,"Pune, Maharashtra","Head – Business Development (Robotic Welding & Automation) Location - Pune, Maharashtra Reporting to - Managing Director email - prasad_gade2000yahoo.com Mobile Number 9822403718 Position Overview - Seeking a Head of Business Development to spearhead turnkey automation and robotic welding projects spanning commercial vehicles, passenger vehicles, two-wheelers, agricultural equipment, and construction machinery. T his leadership role requires Established Professional Network in the BIW, welding …",Sales Jobs,,,,
5121148956,National sales Manager Modern trade,https://www.adzuna.in/details/5121148956?utm_medium=api&utm_source=6a80409c,FIXDERMA INDIA PVT LTD,India,"Company Description Fixderma is a leading cosmeceutical brand that focuses on improving skin health through more than 175 clinically tested formulations developed by the best dermatologists in India. Our product range includes solutions for conditions like ageing, acne, dry skin, hyperpigmentation, and sensitivity, as well as hair care, sun protection, foot care, and pre and post-pregnancy skin care. We manufacture, market, and promote science-backed products in India and export to over 30 coun…",Sales Jobs,,,,full_time
5120356040,Senior Executive - IT Infrastructure Support,https://www.adzuna.in/details/5120356040?utm_medium=api&utm_source=6a80409c,The Search House,India,"Executive/Senior Executive - IT to manage and maintain the overall IT infrastructure. The ideal candidate will have a strong background in IT support and troubleshooting, ensuring all systems are secure and operational. This role is crucial in maintaining the technological backbone of the institution, supporting both staff and students. Key Responsibilities: User support, Training, and Troubleshooting in areas of Hardware, Operating systems, MS Office and Support In-Depth Knowledge and Troubles…",IT Jobs,,,,
5121156835,Primary Coordinator,https://www.adzuna.in/details/5121156835?utm_medium=api&utm_source=6a80409c,Brilliant Brains Consultant,"New Delhi, Delhi","Company Description Brilliant Brains Consultant is a leading agency that specializes in providing qualified and experienced candidates for various school teaching and non-teaching positions in Delhi NCR since 2012. Role Description This is a full-time on-site role for a Primary Coordinator for the CBSE school located in Rohini, New Delhi. The Primary Coordinator will be responsible for coordinating and managing primary school programs, communicating with teachers and staff, overseeing curriculu…",Teaching Jobs,,,,full_time
5121572286,Requirement In Direct Channel For Life Insurance CTC uptp 5 lacs for Chandigarh,https://www.adzuna.in/details/5121572286?utm_medium=api&utm_source=6a80409c,ATS Infovision Hiring For LIFE INSURANCE,India,Greeting for the day we are hiring for the life insurance sector location Amritsar ludhiana Chandigarh Channel Agency Direct Banca Key Specs Excellent Communication skills 2 to4 years of Sales experience must Direct channel preffered Conveyance must Candidate must be from same city CTC 2 to 5 LPA Urgent Requirements for Direct Channel Age Upto 36 if you are interestedfor above job please drop your cv onhidden mobileand also drop on my mail hidden email Thanks and regards Preeti sharma,Sales Jobs,,,,
5121572175,Hiring for Telecaller Education sector,https://www.adzuna.in/details/5121572175?utm_medium=api&utm_source=6a80409c,HARJAI COMPUTERS PRIVATE LIMITED,"Mumbai, Maharashtra",Hiring for Telecaller for edtech company Exp from edtech companies JD Handle enquiries received through phone toll free web email Generate and qualify leads through outbound cold calling Manage to convince the parents potential customers to visit the school premises from where the Relationship Team shall take over Job Location Malad Mumbai Exp 1 years Kindly share below details Name Contact number Email ID Skill expertise Total Exp Relevant Exp CTC Exp CTC Offer Current Location Preferred Locat…,Sales Jobs,,,,
5123285169,Mechanical Engineer,https://www.adzuna.in/details/5123285169?utm_medium=api&utm_source=6a80409c,Freshersworldcom,"Wayanad, Kerala","Mechanical Engineer Looking for 2021-2023 passed out candidates. Module integration in Sub Systems from OEM partners / co-developers. Incorporation of externally designed Modules from OEM partners / co-developers. Responsible for engineering of main frame constructions and structures, in build service mechanisms, system enclosures and system to fab interfaces. The successful candidate for this position will be able to take a project. Should be an effective communicator with excellent relationsh…",Engineering Jobs,,,,full_time
5120362494,Legal Manager,https://www.adzuna.in/details/5120362494?utm_medium=api&utm_source=6a80409c,Talhive,"Pune, Maharashtra","Job Description You would be working in a team where you might be working on some of the below aspect at given time - 1) Participate in legal DD, SHA, SSA and structuring of fundraising, M&A, Joint Ventures etc 2) Helping different departments in drafting legal agreements, policies & NDAs and reviewing the same received from external parties 3) Company secretarial work involving preparation of board docket for board meetings and EGMs held by the companies & MCA filings for all relevant aspects.…",Legal Jobs,,,,
5120361522,Client Service Manager,https://www.adzuna.in/details/5120361522?utm_medium=api&utm_source=6a80409c,One More Zero,"Gurgaon, Haryana","Responsibilities · Key Account Management & rapport building. · End to end campaign execution & delivery - starting from taking a handover from business development team to delivery to end client. · Ensure milestone-based campaign execution and smooth delivery of each campaign. · Co-ordinating with various internal & external teams: · Internal - Creative, Tech, Product Development, Delivery & Fulfilment, Operations, finance etc. · External - client, procurement, finance team, their external age…",Sales Jobs,,,,
5120355296,Customer Service handling Global Accounts - Mumbai,https://www.adzuna.in/details/5120355296?utm_medium=api&utm_source=6a80409c,MSC Mediterranean Shipping Company SA,India,GLOBAL ACCOUNTS We are searching for an experienced candidate at our Mumbai facility. Primary Duties & Responsibilities: 1. Maintaining shpt details sheet for Indian Subcontinent 2. Checking for connection ex Transhipment ports 3. Hotload list and priority to be informed. 3. Monitoring loading of cargo as per the Hot load list. 4. Delays if any to be informed to MSC USA / Customer. 5.checking for the alternative routings to minimize the delays 6. maintaining delay reason sheets and track record…,Logistics & Warehouse Jobs,,,,
5121856883,Software Development Manager,https://www.adzuna.in/details/5121856883?utm_medium=api&utm_source=6a80409c,ADCI - Karnataka,"Bangalore, Karnataka","As a global leader in e-commerce risk management, we are revolutionizing how digital commerce remains secure and trusted worldwide. Our innovative approach combines technology with commitment to customer safety, setting new industry standards in fraud prevention. The Core Services team stands at the forefront of this mission, leveraging advanced machine learning and real-time analytics to protect millions of transactions daily. Our sophisticated platform processes billions of evaluations annual…",IT Jobs,,,,full_time
5121571976,Applications Developer,https://www.adzuna.in/details/5121571976?utm_medium=api&utm_source=6a80409c,RAJPUT PROTECTION SERVICE PRIVATE LIMITED,India,Job brief We are seeking a qualified and talented Application Developer to join our team In this role you will be responsible for designing and coding functional programs and applications You will collaborate with a team of professionals but also work independently with minimal supervision The ideal candidate for this position will possess excellent knowledge of at least one programming language and have a strong understanding of various operating systems and platforms An analytical mindset and…,IT Jobs,,,,
5120361551,Planner- CT,https://www.adzuna.in/details/5120361551?utm_medium=api&utm_source=6a80409c,Yokogawa,India,"Not just a job, but a career Yokogawa, award winner for ‘Best Asset Monitoring Technology’ and ‘Best Digital Twin Technology’ at the HP Awards, is a leading provider of industrial automation, test and measurement, information systems and industrial services in several industries. Our aim is to shape a better future for our planet through supporting the energy transition, (bio)technology, artificial intelligence, industrial cybersecurity, etc. We are committed to the United Nations sustainable d…",IT Jobs,,,,full_time
5121971791,"Sr. Product Manager, Services",https://www.adzuna.in/details/5121971791?utm_medium=api&utm_source=6a80409c,Amazon,"Bangalore, Karnataka","Description About Amazon.com Amazon.com strives to be Earth's most customer-centric company where people can find and discover virtually anything they want to buy online. By giving customers more of what they want - low prices, vast selection, and convenience - Amazon.com continues to grow and evolve as a world-class e-commerce platform. Amazon's evolution from Web site to e-commerce partner to development platform is driven by the spirit of innovation that is part of the company's DNA. The wor…",IT Jobs,,,,
5121571439,Bid Manager Power Quality Solution Vadodara Gujarat India,https://www.adzuna.in/details/5121571439?utm_medium=api&utm_source=6a80409c,Hitachi Energy,India,Apply today at Hitachi Energy Full time in Vadodara Gujarat India in our Sales Marketing Product Management department and be part of a diverse and collaborative team Hitachi Energy is a global technology leader that is advancing a sustainable energy future for all,"Energy, Oil & Gas Jobs",,,,
5121147738,Working Capital Relationship Manager - Fintech,https://www.adzuna.in/details/5121147738?utm_medium=api&utm_source=6a80409c,Waytogo Consultants,"Hyderabad, Telangana","Acquire new quality corporate business for India’s largest platform (Acquisition of market participants (Buyers viz. Large corporate, Sellers/ Suppliers, Financiers viz. Banks/ NBFCs) · Drive sales through new customer acquisition and deliver to the overall revenue growth · Prospect potential clients using various direct methods, networking & research · Ability to plan, pitch and execute a strategy for a given area · Work closely with the product, operations & service teams to address operation…",Sales Jobs,,,,
5120360336,"Quality Control Specialist, India",https://www.adzuna.in/details/5120360336?utm_medium=api&utm_source=6a80409c,Cnc Software Inc,"Pune, Maharashtra","Your Role At A Glance The Quality Control Specialist III will support the Mastercam product line through software testing to ensure that the quality of our software is consistent, meets specifications and is ready for release. This position works directly with Software Engineering and Product Development to inform them of all known issues, ensuring the tracking of all issues, and provides integration, retest and follow up testing to ensure fixes provided are complete and product is ready to shi…",Engineering Jobs,,,,full_time
5120356913,Facade Design Head (AGM/GM),https://www.adzuna.in/details/5120356913?utm_medium=api&utm_source=6a80409c,The Search House,"Delhi, India",Design Head In Façade design plays a big role as every project will need design inputs from estimation to execution as well as Product Design. This is more relevant in the case of projects with bespoke design projects. You will lead a team of Designers and will facilitate the sales & execution teams from initial estimate to final execution and handover. Strategic Ownership of the entire project life cycle for Facade Design Planning and execution Work planning and time estimation Design team cap…,Creative & Design Jobs,,,,
5123166789,PHP Developer - Laravel/CodeIgniter,https://www.adzuna.in/land/ad/5123166789?se=yrMPg3oP8BGz0dSC6rWCew&utm_medium=api&utm_source=6a80409c&v=5E19ED451148AD5E417262C241CACB34B97F783C,Kansoft Solutions,"Udaipur, Rajasthan","Job Description : We are looking for a PHP Developer who is dedicated to the craft, writes code that they are proud of and can hit the ground running. Requirements & Skills : Good knowledge of SQL and related databases, with a preference for those with MySQL experience. Knowledge of Core Php and / or frameworks like codeigniter, Laravel, etc. Knowledge of MVC frameworks. A detailed understanding of database design and administration. Proficiency when it comes to code versioning tools. The abili…",IT Jobs,,permanent,,full_time
5121160634,Salesforce Developer,https://www.adzuna.in/details/5121160634?utm_medium=api&utm_source=6a80409c,Live Connections,"Hyderabad, Telangana","Role - Salesforce Developer Experience - 7  years Work Location - Hyderabad & Bangalore Notice Period - Immediate to 30 days Technical and Personal Skills: 7 years’ hands-on Salesforce development experience with Salesforce Apex, Visual Force, LWC, Aura, Flows, Platform events, Custom Objects, Salesforce APIs, and Force.com Strong experience with Service, Sales and Experience Cloud Demonstrated strong experience completing custom development solutions in Salesforce Lightning Apex, LWC, AURA as …",IT Jobs,,,,
5121412517,Primary Engineering - Electrical Engineer Job,https://www.adzuna.in/details/5121412517?utm_medium=api&utm_source=6a80409c,Quest Global,India,"Job Description Job Requirements Primary Engineering. Provide technical support for tendering & Execution of Customer projects, Lead of Primary drawings & Bill of Quantities for Engineered items of Gas insulated Switchgears. Lead & attend discussions with customers, handle site queries and take necessary actions. Helping apprentices, entry-level engineers, technicians, and support teams with design activities. Participate in customer meetings as required. Active participation in project review …",Engineering Jobs,,,,full_time
5120357988,"Professional, Engineering Services",https://www.adzuna.in/details/5120357988?utm_medium=api&utm_source=6a80409c,JLL,India,"JLL empowers you to shape a brighter way . Our people at JLL and JLL Technologies are shaping the future of real estate for a better world by combining world class services, advisory and technology for our clients. We are committed to hiring the best, most talented people and empowering them to thrive, grow meaningful careers and to find a place where they belong. Whether you’ve got deep experience in commercial real estate, skilled trades or technology, or you’re looking to apply your relevant…",IT Jobs,,,,full_time
5121148255,Tourism Executive,https://www.adzuna.in/details/5121148255?utm_medium=api&utm_source=6a80409c,Aieraa Overseas Studies,India,"Job Title: Tourism Executive (Onsite) Location: Chennai Company: Aieraa Overseas Studies Job Type: Full-Time (Onsite) Salary: Competitive (Based on Experience) Job Description: Aieraa Overseas Studies is seeking an experienced Tourism Executive to join our team. The ideal candidate should have a minimum of 2 years of experience in the travel and tourism industry, handling end-to-end processes such as visa processing, flight ticket booking, and managing inbound and outbound calls. The candidate …",Travel Jobs,,,,full_time
5122103078,Director - CSS Learning Adoption & Renewals,https://www.adzuna.in/details/5122103078?utm_medium=api&utm_source=6a80409c,Oracle,"Bangalore, Karnataka",Job Description Responsibilities - Implement and design strategies for improving the adoption of Oracle University's learning offering Cloud Learning Subscription. - Build and mentor team of service solutions specialists who engage with cloud customers and help them identify and create a Personalized Training Plan based on the content assets and services already available. This requires good overview knowledge on Oracle SaaS and the ability to speak the language while connecting customer needs …,IT Jobs,,,,
5121159047,SAP FICO Functional Analyst,https://www.adzuna.in/details/5121159047?utm_medium=api&utm_source=6a80409c,Zora Technology Inc,India,"Role Description This is a full-time remote role for a Functional Analyst at Zora Technology Inc. The SAP FICO Functional Analyst will be responsible for analyzing business requirements, defining functional specifications, conducting system testing, and providing support for data migration from ECC to S/4 Qualifications Business Analysis and Requirements Gathering skills Data Migration from ECC to S/4 System Testing and Implementation support skills Strong analytical and problem-solving skills …",IT Jobs,,,,full_time
5120359040,Application Engineering - Deputy Manager,https://www.adzuna.in/details/5120359040?utm_medium=api&utm_source=6a80409c,Private Limited,"Chennai, Tamil Nadu","Bachelor’s or Master degree in electrical & Electronics/Electronics & communication/Mechatronics engineering qualification with experience of 8-10 years mainly in application engineering, product development, validation and testing in the automotive or commercial vehicle industry experience from Tier-1 automotive component industry.  Review new RFQ from assigned customer account and select suitable product design based on function, durability, and CAD packaging requirement.  Understand voice …",Engineering Jobs,,,,full_time
5120356335,Operational Buyer,https://www.adzuna.in/details/5120356335?utm_medium=api&utm_source=6a80409c,Vanderlande Industries,"N I B M, Pune","Job Title Operational Buyer Job Description Job description Are you the Operational Buyer with excellent communication and administration skills, who loves to work in our pragmatic, dynamic and international environment? We are looking for an eager, committed and independent colleague who is ready to support our Global Spare Parts team Your department The Ordering team that you will support is part of Global Spare Parts. The Global Spare Parts Department is part of the Business Unit Supply. The…",Admin Jobs,,,,full_time
5121171027,"Data Ops Capability Deployment Sr. Analyst - VP, C13 - Banking & International, Pune",https://www.adzuna.in/details/5121171027?utm_medium=api&utm_source=6a80409c,Citigroup,"Pune, Maharashtra","Overview Data Ops Capability Deployment Sr. Analyst is a seasoned professional role. Applies in-depth disciplinary knowledge, contributing to the development of new solutions/frameworks/techniques and the improvement of processes and workflow for Enterprise Data function. Integrates subject matter and industry expertise within a defined area. Requires in-depth understanding of how areas collectively integrate within the sub-function as well as coordinate and contribute to the objectives of the …",IT Jobs,,,,full_time
5121171197,Independent Testing Specialist,https://www.adzuna.in/details/5121171197?utm_medium=api&utm_source=6a80409c,WELLS FARGO BANK,"Hyderabad, Telangana","About this role: Wells Fargo is seeking an Independent Testing Specialist. In this role, you will: Participate in less complex development and design of methodologies and standards for review activities companywide in alignment with the risk management framework Ensure effective and appropriate testing, validation, and documentation of review activities for risk programs, risks, and controls according to standards and other applicable policies within Independent Testing Support and implement le…",Accounting & Finance Jobs,,,,full_time
5122794230,"Product Manager, Google Cloud Platform Looker",https://www.adzuna.in/details/5122794230?utm_medium=api&utm_source=6a80409c,Google,"Hyderabad, Telangana",Minimum qualifications: Bachelor's degree or equivalent practical experience. 5 years of experience in product management or related technical role. 2 years of experience taking technical products from conception to launch. Experience developing or launching products or technologies within software as a service (SaaS) or a related area. Preferred qualifications: Experience with data analytics/ Business Intelligence platforms. Experience working with external partners and executing multiple proj…,IT Jobs,,,,
5120355832,Salesforce CPQ Developer,https://www.adzuna.in/details/5120355832?utm_medium=api&utm_source=6a80409c,Topcoder,"Noida, Ghaziabad","Minimum 4 years of experience on Salesforce Minimum 2 years of experience on Salesforce CPQ or any other CPQ platform and Data Migration Skills Minimum 1 full cycle project implementation experience on Salesforce CPQ or any other CPQ platform Hands-on experience working on Salesforce CPQ projects for a minimum 2 years Proficiency in setting up product bundles, pricing, discounts, advanced approvals, quote templates, orders and contracts etc. In-depth knowledge of key CPQ processes and other all…",IT Jobs,,,,
5121151471,Design Verification Engineer (5 years),https://www.adzuna.in/details/5121151471?utm_medium=api&utm_source=6a80409c,Connectpro Management Consultants Private Limited,"Bangalore, Karnataka","ASIC/SoC/FPGA Design Verification (Bangalore, Chennai and Hyderabad) Design Verification with planning, architecture, development, maintenance, and execution on complex IPs and/or SOCs. Strong knowledge of digital design principles and computer architecture. Proficiency in verification languages like Verilog or SystemVerilog. Experience with UVM (Universal Verification Methodology).",IT Jobs,,,,
5121160876,ServiceNow ITSM Developer (Immediate joiners),https://www.adzuna.in/details/5121160876?utm_medium=api&utm_source=6a80409c,Live Connections,India,"Hi All Greetings from Live Connections We have an urgent requirement on ServiceNow ITSM Developer role with one of our MNC based company in Hyderabad, TN Location. Please find the below job description and kindly share me your updated CV to sharmilaliveconnections.in Position Title: ServiceNow ITSM Developer (Immediate Joiners) role Experience Level: 4-8 Years Duration: Full Time Location: Hyderabad, TN Hybrid Permanent Position Notice Period - Immediate Joiners to 30 days  Note: Kindly apply w…",IT Jobs,,permanent,,full_time
5122107956,Senior Quality Engineer II,https://www.adzuna.in/details/5122107956?utm_medium=api&utm_source=6a80409c,American Express,"Tamil Nadu, India","Description You Lead the Way. We've Got Your Back. With the right backing, people and businesses have the power to progress in incredible ways. When you join Team Amex, you become part of a global and diverse community of colleagues with an unwavering commitment to back our customers, communities and each other. Here, you'll learn and grow as we help you create a career journey that's unique and meaningful to you with benefits, programs, and flexibility that support you personally and professio…",IT Jobs,,,,
5120356013,Quality Inspector - Sheet Metal,https://www.adzuna.in/details/5120356013?utm_medium=api&utm_source=6a80409c,The Search House,"Alwar, Rajasthan","Job Responsibility Responsible for Quality assurance of sheet metal Must have knowledge of Manual Veneer reading Quality assurance during shop floor operations of Welding, Machining, powder coating, spray painting, labeling, packaging and delivery processes. Quality inspections from incoming materials, manufacturing and dispatch as per quality standards. Analyzing root cause of defects if any and giving the solution for zero defects Monitoring and examining at each stage of production for quali…",Engineering Jobs,,,,
5120355450,"Costing Specialist - NPD components, Sheet Metal, Machining, Fasteners",https://www.adzuna.in/details/5120355450?utm_medium=api&utm_source=6a80409c,The Search House,"Ludhiana, Punjab","Cost Management: Send Requests for Quotation (RFQ) to vendors for new parts or ECNs, and estimate costs for new parts. Costing and price settlement of Forging and machining parts based on Zero base costing and company target. Manage new supplier introduction process. Drawing feasibility review in terms of material availability, cost, quality, manufacturability, process optimization, and productivity. Estimating manufacturing costs for jobs with the help of quote analysis and cost comparisons. H…",Engineering Jobs,,,,
5120360640,Business Risk & Controls Analyst,https://www.adzuna.in/details/5120360640?utm_medium=api&utm_source=6a80409c,Allica Bank,India,"About Allica Bank Allica is the UK’s fastest growing company - and the fastest-growing financial technology (Fintech) firm ever. Our purpose is to help established SMEs, one of the last major underserved opportunities in Fintech. Established SMEs are the backbone of local communities - representing over a third of our economy - yet have been largely neglected both by traditional high street banks and modern fintech providers. Department Description This role sits within the Controls function, r…",Accounting & Finance Jobs,,,,full_time
5122743489,Vice President - Product Control,https://www.adzuna.in/details/5122743489?utm_medium=api&utm_source=6a80409c,Barclays Global Serv. Cent,India,"Job Description Purpose of the role To oversee the financial aspects of trading activities, ensuring the accuracy and integrity of the bank's trading book, maintenance of compliance with regulatory requirements, and provision of insights into trading performance. Accountabilities Reconciliation of daily profit and loss (P&L) figures for trading desks to ensure they align with the valued positions in the trading book, investigating and resolving discrepancies between P&L figures to ensure they r…",Accounting & Finance Jobs,,,,full_time
5120361368,Acquisition Relationship Manager-SME-Sales,https://www.adzuna.in/details/5120361368?utm_medium=api&utm_source=6a80409c,Description SME,"Vadodara, Gujarat",Description SME is a part of Wholesale Banking that manages lending business for Small & Medium enterprises with a turnover between 50 to 500 CR. The business is the fastest growing vertical within Wholesale Banking at Kotak and has been growing at a fast rate with a base of 3000  customers. Wholesale Banking – SME –Acquisition Relationship Manager Grade – Manager/Senior Manager/Chief Manager Job Responsibilities of Acquisition Relationship Manager in SME Business: To acquire New to Bank custom…,Accounting & Finance Jobs,,,,full_time
5120355630,Senior Developer,https://www.adzuna.in/details/5120355630?utm_medium=api&utm_source=6a80409c,EQPM,India,"• 8 years of work experience using Java, Python, AWS and Kafka for developing enterprise software applications • Strong expertise in Apache Kafka, including topic creation, message optimization, and efficient message processing • Skilled in Docker and container orchestration tools such as Amazon EKS or ECS • Proven experience designing and developing microservices and RESTful APIs using Spring Boot • Strong experience managing AWS components, including Lambda (Java), API Gateway, RDS, EC2, Clou…",IT Jobs,,,,full_time
5120361415,IN_Director_Oil & Gas_Fuels & Resources_Advisory_Gurgaon,https://www.adzuna.in/details/5120361415?utm_medium=api&utm_source=6a80409c,PricewaterhouseCoopers,India,"Line of Service Advisory Industry/Sector Not Applicable Specialism Managed Services Management Level Director Job Description & Summary At PwC, our people in sustainability focus on integrating environmental, social, economic, and governance considerations into business strategies and operations. They provide guidance and support to organisations by managing sustainability risks, identifying opportunities, and driving positive social and environmental impact. In climate and energy at PwC, you w…",Accounting & Finance Jobs,,,,full_time
5123285228,Mechanical Engineer,https://www.adzuna.in/details/5123285228?utm_medium=api&utm_source=6a80409c,Freshersworldcom,"Mohali, Punjab","Mechanical Engineer Looking for 2021-2023 passed out candidates. The successful candidate for this position will be able to take a project. Should be an effective communicator with excellent relationship building & interpersonal skills, strong methodical and problem solving approach. Knowledge of engineering, adhesion technology, static load design and high precision alignment. Drive for quality and improve reliability, availability, manufacturability & serviceability for new and existing produ…",Engineering Jobs,,,,full_time
